route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
10,1,3231115,DOWNTOWN,,0,874752,165138,0,0
10,1,3231114,DOWNTOWN,,0,874746,165138,0,0
10,1,3231113,DOWNTOWN,,0,874750,165138,0,0
10,1,3231112,DOWNTOWN,,0,874749,165138,0,0
10,1,3231111,DOWNTOWN,,0,874752,165138,0,0
10,1,3231110,DOWNTOWN,,0,874747,165138,0,0
10,1,3231109,DOWNTOWN,,0,874746,165138,0,0
10,1,3231108,DOWNTOWN,,0,874750,165138,0,0
10,1,3231107,DOWNTOWN,,0,874749,165138,0,0
10,1,3231106,DOWNTOWN,,0,874748,165138,0,0
10,1,3231105,DOWNTOWN,,0,874752,165138,0,0
10,1,3231104,DOWNTOWN,,0,874747,165138,0,0
10,1,3231103,DOWNTOWN,,0,874746,165138,0,0
10,1,3231102,DOWNTOWN,,0,874750,165138,0,0
10,1,3231101,DOWNTOWN,,0,874749,165138,0,0
10,1,3231100,DOWNTOWN,,0,874748,165138,0,0
10,1,3231099,DOWNTOWN,,0,874752,165138,0,0
10,1,3231098,DOWNTOWN,,0,874747,165138,0,0
10,1,3231097,DOWNTOWN,,0,874751,165138,0,0
10,1,3231096,DOWNTOWN,,0,874746,165138,0,0
10,1,3231095,DOWNTOWN,,0,874750,165138,0,0
10,1,3231094,DOWNTOWN,,0,874749,165138,0,0
10,1,3231093,DOWNTOWN,,0,874748,165138,0,0
10,1,3231092,DOWNTOWN,,0,874752,165138,0,0
10,1,3231091,DOWNTOWN,,0,874747,165138,0,0
10,1,3231090,DOWNTOWN,,0,874751,165138,0,0
10,1,3231089,DOWNTOWN,,0,874746,165138,0,0
10,1,3231088,DOWNTOWN,,0,874750,165138,0,0
10,1,3231087,DOWNTOWN,,0,874749,165138,0,0
10,1,3231086,DOWNTOWN,,0,874748,165138,0,0
10,1,3231085,DOWNTOWN,,0,874747,165138,0,0
10,1,3231084,DOWNTOWN,,0,874746,165138,0,0
10,1,3231146,NACO PASS,,1,874750,165142,0,0
10,1,3231145,NACO PASS,,1,874749,165142,0,0
10,1,3231144,NACO PASS,,1,874752,165142,0,0
10,1,3231143,NACO PASS,,1,874747,165142,0,0
10,1,3231142,NACO PASS,,1,874746,165142,0,0
10,1,3231141,NACO PASS,,1,874750,165142,0,0
10,1,3231140,NACO PASS,,1,874749,165142,0,0
10,1,3231139,NACO PASS,,1,874748,165142,0,0
10,1,3231138,NACO PASS,,1,874752,165142,0,0
10,1,3231137,NACO PASS,,1,874747,165142,0,0
10,1,3231136,NACO PASS,,1,874746,165142,0,0
10,1,3231135,NACO PASS,,1,874750,165142,0,0
10,1,3231134,NACO PASS,,1,874749,165142,0,0
10,1,3231133,NACO PASS,,1,874748,165142,0,0
10,1,3231132,NACO PASS,,1,874752,165142,0,0
10,1,3231131,NACO PASS,,1,874747,165142,0,0
10,1,3231130,NACO PASS,,1,874751,165142,0,0
10,1,3231129,NACO PASS,,1,874746,165142,0,0
10,1,3231128,NACO PASS,,1,874750,165142,0,0
10,1,3231127,NACO PASS,,1,874749,165142,0,0
10,1,3231126,NACO PASS,,1,874748,165142,0,0
10,1,3231125,NACO PASS,,1,874752,165142,0,0
10,1,3231124,NACO PASS,,1,874747,165142,0,0
10,1,3231123,NACO PASS,,1,874751,165142,0,0
10,1,3231122,NACO PASS,,1,874746,165142,0,0
10,1,3231121,NACO PASS,,1,874750,165142,0,0
10,1,3231120,NACO PASS,,1,874749,165142,0,0
10,1,3231119,NACO PASS,,1,874748,165142,0,0
10,1,3231118,NACO PASS,,1,874747,165142,0,0
10,1,3231117,NACO PASS,,1,874746,165142,0,0
10,1,3231116,NACO PASS/GARAGE,,1,874749,165141,0,0
100,1,3231495,PRIMO/STMC,,0,874786,165143,0,0
100,1,3231494,PRIMO/STMC,,0,874788,165143,0,0
100,1,3231493,PRIMO/STMC,,0,874784,165143,0,0
100,1,3231492,PRIMO/STMC,,0,874783,165143,0,0
100,1,3231491,PRIMO/STMC,,0,874789,165143,0,0
100,1,3231490,PRIMO/STMC,,0,874786,165143,0,0
100,1,3231489,PRIMO/STMC,,0,874788,165143,0,0
100,1,3231488,PRIMO/STMC,,0,874784,165143,0,0
100,1,3231487,PRIMO/STMC,,0,874787,165143,0,0
100,1,3231486,PRIMO/STMC,,0,874781,165143,0,0
100,1,3231485,PRIMO/STMC,,0,874783,165143,0,0
100,1,3231484,PRIMO/STMC,,0,874779,165143,0,0
100,1,3231483,PRIMO/STMC,,0,874789,165143,0,0
100,1,3231482,PRIMO/STMC,,0,874786,165143,0,0
100,1,3231481,PRIMO/STMC,,0,874782,165143,0,0
100,1,3231480,PRIMO/STMC,,0,874785,165143,0,0
100,1,3231479,PRIMO/STMC,,0,874788,165143,0,0
100,1,3231478,PRIMO/STMC,,0,874780,165143,0,0
100,1,3231477,PRIMO/STMC,,0,874784,165143,0,0
100,1,3231476,PRIMO/STMC,,0,874787,165143,0,0
100,1,3231475,PRIMO/STMC,,0,874781,165143,0,0
100,1,3231474,PRIMO/STMC,,0,874783,165143,0,0
100,1,3231473,PRIMO/STMC,,0,874779,165143,0,0
100,1,3231472,PRIMO/STMC,,0,874789,165143,0,0
100,1,3231471,PRIMO/STMC,,0,874786,165143,0,0
100,1,3231470,PRIMO/STMC,,0,874782,165143,0,0
100,1,3231469,PRIMO/STMC,,0,874785,165143,0,0
100,1,3231468,PRIMO/STMC,,0,874788,165143,0,0
100,1,3231467,PRIMO/STMC,,0,874780,165143,0,0
100,1,3231466,PRIMO/STMC,,0,874784,165143,0,0
100,1,3231465,PRIMO/STMC,,0,874787,165143,0,0
100,1,3231464,PRIMO/STMC,,0,874781,165143,0,0
100,1,3231463,PRIMO/STMC,,0,874783,165143,0,0
100,1,3231462,PRIMO/STMC,,0,874779,165143,0,0
100,1,3231461,PRIMO/STMC,,0,874789,165143,0,0
100,1,3231460,PRIMO/STMC,,0,874786,165143,0,0
100,1,3231459,PRIMO/STMC,,0,874782,165143,0,0
100,1,3231458,PRIMO/STMC,,0,874785,165143,0,0
100,1,3231457,PRIMO/STMC,,0,874788,165143,0,0
100,1,3231456,PRIMO/STMC,,0,874780,165143,0,0
100,1,3231455,PRIMO/STMC,,0,874784,165143,0,0
100,1,3231454,PRIMO/STMC,,0,874787,165143,0,0
100,1,3231453,PRIMO/STMC,,0,874781,165143,0,0
100,1,3231452,PRIMO/STMC,,0,874783,165143,0,0
100,1,3231451,PRIMO/STMC,,0,874779,165143,0,0
100,1,3231450,PRIMO/STMC,,0,874789,165143,0,0
100,1,3231449,PRIMO/STMC,,0,874786,165143,0,0
100,1,3231448,PRIMO/STMC,,0,874782,165143,0,0
100,1,3231447,PRIMO/STMC,,0,874785,165143,0,0
100,1,3231446,PRIMO/STMC,,0,874788,165143,0,0
100,1,3231445,PRIMO/STMC,,0,874780,165143,0,0
100,1,3231444,PRIMO/STMC,,0,874784,165143,0,0
100,1,3231443,PRIMO/STMC,,0,874787,165143,0,0
100,1,3231442,PRIMO/STMC,,0,874781,165143,0,0
100,1,3231441,PRIMO/STMC,,0,874783,165143,0,0
100,1,3231440,PRIMO/STMC,,0,874779,165143,0,0
100,1,3231439,PRIMO/STMC,,0,874789,165143,0,0
100,1,3231438,PRIMO/STMC,,0,874786,165143,0,0
100,1,3231437,PRIMO/STMC,,0,874782,165143,0,0
100,1,3231436,PRIMO/STMC,,0,874785,165143,0,0
100,1,3231435,PRIMO/STMC,,0,874788,165143,0,0
100,1,3231434,PRIMO/STMC,,0,874780,165143,0,0
100,1,3231433,PRIMO/STMC,,0,874784,165143,0,0
100,1,3231432,PRIMO/STMC,,0,874787,165143,0,0
100,1,3231431,PRIMO/STMC,,0,874781,165143,0,0
100,1,3231430,PRIMO/STMC,,0,874783,165143,0,0
100,1,3231429,PRIMO/STMC,,0,874779,165143,0,0
100,1,3231428,PRIMO/STMC,,0,874789,165143,0,0
100,1,3231427,PRIMO/STMC,,0,874786,165143,0,0
100,1,3231426,PRIMO/STMC,,0,874782,165143,0,0
100,1,3231425,PRIMO/STMC,,0,874785,165143,0,0
100,1,3231424,PRIMO/STMC,,0,874788,165143,0,0
100,1,3231423,PRIMO/STMC,,0,874780,165143,0,0
100,1,3231422,PRIMO/STMC,,0,874784,165143,0,0
100,1,3231421,PRIMO/STMC,,0,874787,165143,0,0
100,1,3231420,PRIMO/STMC,,0,874781,165143,0,0
100,1,3231419,PRIMO/STMC,,0,874783,165143,0,0
100,1,3231418,PRIMO/STMC,,0,874779,165143,0,0
100,1,3231417,PRIMO/STMC,,0,874786,165143,0,0
100,1,3231416,PRIMO/STMC,,0,874782,165143,0,0
100,1,3231415,PRIMO/STMC,,0,874785,165143,0,0
100,1,3231414,PRIMO/STMC,,0,874780,165143,0,0
100,1,3231413,PRIMO/STMC,,0,874784,165143,0,0
100,1,3231412,PRIMO/STMC,,0,874781,165143,0,0
100,1,3231411,PRIMO/STMC,,0,874783,165143,0,0
100,1,3231410,PRIMO/STMC,,0,874779,165143,0,0
100,1,3231409,PRIMO/STMC,,0,874782,165143,0,0
100,1,3231408,PRIMO/STMC,,0,874780,165143,0,0
100,1,3231407,PRIMO/STMC,,0,874781,165143,0,0
100,1,3231406,PRIMO/STMC,,0,874779,165143,0,0
100,1,3231405,PRIMO/STMC,,0,874780,165143,0,0
100,1,3231404,PRIMO/STMC,,0,874779,165143,0,0
100,1,3231587,PRIMO/ELLIS ALLEY P/R,,1,874784,165147,0,0
100,1,3231586,PRIMO/ELLIS ALLEY P/R,,1,874783,165147,0,0
100,1,3231585,PRIMO/ELLIS ALLEY P/R,,1,874789,165147,0,0
100,1,3231584,PRIMO/ELLIS ALLEY P/R,,1,874786,165147,0,0
100,1,3231583,PRIMO/ELLIS ALLEY P/R,,1,874788,165147,0,0
100,1,3231582,PRIMO/ELLIS ALLEY P/R,,1,874784,165147,0,0
100,1,3231581,PRIMO/ELLIS ALLEY P/R,,1,874783,165147,0,0
100,1,3231580,PRIMO/ELLIS ALLEY P/R,,1,874789,165147,0,0
100,1,3231579,PRIMO/ELLIS ALLEY P/R,,1,874786,165147,0,0
100,1,3231578,PRIMO/ELLIS ALLEY P/R,,1,874785,165147,0,0
100,1,3231577,PRIMO/ELLIS ALLEY P/R,,1,874788,165147,0,0
100,1,3231576,PRIMO/ELLIS ALLEY P/R,,1,874784,165147,0,0
100,1,3231575,PRIMO/ELLIS ALLEY P/R,,1,874787,165147,0,0
100,1,3231574,PRIMO/ELLIS ALLEY P/R,,1,874781,165147,0,0
100,1,3231573,PRIMO/ELLIS ALLEY P/R,,1,874783,165147,0,0
100,1,3231572,PRIMO/ELLIS ALLEY P/R,,1,874779,165147,0,0
100,1,3231571,PRIMO/ELLIS ALLEY P/R,,1,874789,165147,0,0
100,1,3231570,PRIMO/ELLIS ALLEY P/R,,1,874786,165147,0,0
100,1,3231569,PRIMO/ELLIS ALLEY P/R,,1,874782,165147,0,0
100,1,3231568,PRIMO/ELLIS ALLEY P/R,,1,874785,165147,0,0
100,1,3231567,PRIMO/ELLIS ALLEY P/R,,1,874788,165147,0,0
100,1,3231566,PRIMO/ELLIS ALLEY P/R,,1,874780,165147,0,0
100,1,3231565,PRIMO/ELLIS ALLEY P/R,,1,874784,165147,0,0
100,1,3231564,PRIMO/ELLIS ALLEY P/R,,1,874787,165147,0,0
100,1,3231563,PRIMO/ELLIS ALLEY P/R,,1,874781,165147,0,0
100,1,3231562,PRIMO/ELLIS ALLEY P/R,,1,874783,165147,0,0
100,1,3231561,PRIMO/ELLIS ALLEY P/R,,1,874779,165147,0,0
100,1,3231560,PRIMO/ELLIS ALLEY P/R,,1,874789,165147,0,0
100,1,3231559,PRIMO/ELLIS ALLEY P/R,,1,874786,165147,0,0
100,1,3231558,PRIMO/ELLIS ALLEY P/R,,1,874782,165147,0,0
100,1,3231557,PRIMO/ELLIS ALLEY P/R,,1,874785,165147,0,0
100,1,3231556,PRIMO/ELLIS ALLEY P/R,,1,874788,165147,0,0
100,1,3231555,PRIMO/ELLIS ALLEY P/R,,1,874780,165147,0,0
100,1,3231554,PRIMO/ELLIS ALLEY P/R,,1,874784,165147,0,0
100,1,3231553,PRIMO/ELLIS ALLEY P/R,,1,874787,165147,0,0
100,1,3231552,PRIMO/ELLIS ALLEY P/R,,1,874781,165147,0,0
100,1,3231551,PRIMO/ELLIS ALLEY P/R,,1,874783,165147,0,0
100,1,3231550,PRIMO/ELLIS ALLEY P/R,,1,874779,165147,0,0
100,1,3231549,PRIMO/ELLIS ALLEY P/R,,1,874789,165147,0,0
100,1,3231548,PRIMO/ELLIS ALLEY P/R,,1,874786,165147,0,0
100,1,3231547,PRIMO/ELLIS ALLEY P/R,,1,874782,165147,0,0
100,1,3231546,PRIMO/ELLIS ALLEY P/R,,1,874785,165147,0,0
100,1,3231545,PRIMO/ELLIS ALLEY P/R,,1,874788,165147,0,0
100,1,3231544,PRIMO/ELLIS ALLEY P/R,,1,874780,165147,0,0
100,1,3231543,PRIMO/ELLIS ALLEY P/R,,1,874784,165147,0,0
100,1,3231542,PRIMO/ELLIS ALLEY P/R,,1,874787,165147,0,0
100,1,3231541,PRIMO/ELLIS ALLEY P/R,,1,874781,165147,0,0
100,1,3231540,PRIMO/ELLIS ALLEY P/R,,1,874783,165147,0,0
100,1,3231539,PRIMO/ELLIS ALLEY P/R,,1,874779,165147,0,0
100,1,3231538,PRIMO/ELLIS ALLEY P/R,,1,874789,165147,0,0
100,1,3231537,PRIMO/ELLIS ALLEY P/R,,1,874786,165147,0,0
100,1,3231536,PRIMO/ELLIS ALLEY P/R,,1,874782,165147,0,0
100,1,3231535,PRIMO/ELLIS ALLEY P/R,,1,874785,165147,0,0
100,1,3231534,PRIMO/ELLIS ALLEY P/R,,1,874788,165147,0,0
100,1,3231533,PRIMO/ELLIS ALLEY P/R,,1,874780,165147,0,0
100,1,3231532,PRIMO/ELLIS ALLEY P/R,,1,874784,165147,0,0
100,1,3231531,PRIMO/ELLIS ALLEY P/R,,1,874787,165147,0,0
100,1,3231530,PRIMO/ELLIS ALLEY P/R,,1,874781,165147,0,0
100,1,3231529,PRIMO/ELLIS ALLEY P/R,,1,874783,165147,0,0
100,1,3231528,PRIMO/ELLIS ALLEY P/R,,1,874779,165147,0,0
100,1,3231527,PRIMO/ELLIS ALLEY P/R,,1,874789,165147,0,0
100,1,3231526,PRIMO/ELLIS ALLEY P/R,,1,874786,165147,0,0
100,1,3231525,PRIMO/ELLIS ALLEY P/R,,1,874782,165147,0,0
100,1,3231524,PRIMO/ELLIS ALLEY P/R,,1,874785,165147,0,0
100,1,3231523,PRIMO/ELLIS ALLEY P/R,,1,874788,165147,0,0
100,1,3231522,PRIMO/ELLIS ALLEY P/R,,1,874780,165147,0,0
100,1,3231521,PRIMO/ELLIS ALLEY P/R,,1,874784,165147,0,0
100,1,3231520,PRIMO/ELLIS ALLEY P/R,,1,874787,165147,0,0
100,1,3231519,PRIMO/ELLIS ALLEY P/R,,1,874781,165147,0,0
100,1,3231518,PRIMO/ELLIS ALLEY P/R,,1,874783,165147,0,0
100,1,3231517,PRIMO/ELLIS ALLEY P/R,,1,874779,165147,0,0
100,1,3231516,PRIMO/ELLIS ALLEY P/R,,1,874789,165147,0,0
100,1,3231515,PRIMO/ELLIS ALLEY P/R,,1,874786,165147,0,0
100,1,3231514,PRIMO/ELLIS ALLEY P/R,,1,874782,165147,0,0
100,1,3231513,PRIMO/ELLIS ALLEY P/R,,1,874785,165147,0,0
100,1,3231512,PRIMO/ELLIS ALLEY P/R,,1,874780,165147,0,0
100,1,3231511,PRIMO/ELLIS ALLEY P/R,,1,874784,165147,0,0
100,1,3231510,PRIMO/ELLIS ALLEY P/R,,1,874781,165147,0,0
100,1,3231509,PRIMO/ELLIS ALLEY P/R,,1,874783,165147,0,0
100,1,3231508,PRIMO/ELLIS ALLEY P/R,,1,874779,165147,0,0
100,1,3231507,PRIMO/ELLIS ALLEY P/R,,1,874786,165147,0,0
100,1,3231506,PRIMO/ELLIS ALLEY P/R,,1,874782,165147,0,0
100,1,3231505,PRIMO/ELLIS ALLEY P/R,,1,874785,165147,0,0
100,1,3231504,PRIMO/ELLIS ALLEY P/R,,1,874780,165147,0,0
100,1,3231503,PRIMO/ELLIS ALLEY P/R,,1,874781,165147,0,0
100,1,3231502,PRIMO/ELLIS ALLEY P/R,,1,874779,165147,0,0
100,1,3231501,PRIMO/ELLIS ALLEY P/R,,1,874782,165147,0,0
100,1,3231500,PRIMO/ELLIS ALLEY P/R,,1,874780,165147,0,0
100,1,3231499,PRIMO/ELLIS ALLEY P/R,,1,874781,165147,0,0
100,1,3231498,PRIMO/ELLIS ALLEY P/R,,1,874779,165147,0,0
100,1,3231497,PRIMO/ELLIS ALLEY P/R,,1,874780,165147,0,0
100,1,3231496,PRIMO/HUISACHE STATION,,1,874779,165146,0,0
101,1,3232201,UTSA,,0,874827,165150,0,0
101,1,3232200,UTSA,,0,874826,165150,0,0
101,1,3232199,UTSA,,0,874828,165150,0,0
101,1,3232198,UTSA,,0,874827,165150,0,0
101,1,3232197,UTSA,,0,874826,165150,0,0
101,1,3232196,UTSA,,0,874825,165150,0,0
101,1,3232195,UTSA,,0,874828,165150,0,0
101,1,3232194,UTSA,,0,874827,165150,0,0
101,1,3232193,UTSA,,0,874826,165150,0,0
101,1,3232192,UTSA,,0,874825,165150,0,0
101,1,3232191,UTSA,,0,874828,165150,0,0
101,1,3232190,UTSA,,0,874827,165150,0,0
101,1,3232189,UTSA,,0,874826,165150,0,0
101,1,3232188,UTSA,,0,874825,165150,0,0
101,1,3232187,UTSA,,0,874828,165150,0,0
101,1,3232186,UTSA,,0,874827,165150,0,0
101,1,3232185,UTSA,,0,874826,165150,0,0
101,1,3232184,UTSA,,0,874825,165150,0,0
101,1,3232183,UTSA,,0,874828,165150,0,0
101,1,3232182,UTSA,,0,874827,165150,0,0
101,1,3232181,UTSA,,0,874826,165150,0,0
101,1,3232180,UTSA,,0,874825,165150,0,0
101,1,3232179,UTSA,,0,874828,165150,0,0
101,1,3232178,UTSA,,0,874827,165150,0,0
101,1,3232177,UTSA,,0,874826,165150,0,0
101,1,3232176,UTSA,,0,874825,165150,0,0
101,1,3232175,UTSA,,0,874828,165150,0,0
101,1,3232174,UTSA,,0,874827,165150,0,0
101,1,3232173,UTSA,,0,874826,165150,0,0
101,1,3232172,UTSA,,0,874825,165150,0,0
101,1,3232171,UTSA,,0,874828,165150,0,0
101,1,3232170,UTSA,,0,874827,165150,0,0
101,1,3232169,UTSA,,0,874826,165150,0,0
101,1,3232168,UTSA,,0,874825,165150,0,0
101,1,3232167,UTSA,,0,874827,165150,0,0
101,1,3232166,UTSA,,0,874826,165150,0,0
101,1,3232165,UTSA,,0,874825,165150,0,0
101,1,3232237,LEON VALLEY,,1,874828,165153,0,0
101,1,3232236,LEON VALLEY,,1,874827,165153,0,0
101,1,3232235,LEON VALLEY,,1,874826,165153,0,0
101,1,3232234,LEON VALLEY,,1,874828,165153,0,0
101,1,3232233,LEON VALLEY,,1,874827,165153,0,0
101,1,3232232,LEON VALLEY,,1,874826,165153,0,0
101,1,3232231,LEON VALLEY,,1,874825,165153,0,0
101,1,3232230,LEON VALLEY,,1,874828,165153,0,0
101,1,3232229,LEON VALLEY,,1,874827,165153,0,0
101,1,3232228,LEON VALLEY,,1,874826,165153,0,0
101,1,3232227,LEON VALLEY,,1,874825,165153,0,0
101,1,3232226,LEON VALLEY,,1,874828,165153,0,0
101,1,3232225,LEON VALLEY,,1,874827,165153,0,0
101,1,3232224,LEON VALLEY,,1,874826,165153,0,0
101,1,3232223,LEON VALLEY,,1,874825,165153,0,0
101,1,3232222,LEON VALLEY,,1,874828,165153,0,0
101,1,3232221,LEON VALLEY,,1,874827,165153,0,0
101,1,3232220,LEON VALLEY,,1,874826,165153,0,0
101,1,3232219,LEON VALLEY,,1,874825,165153,0,0
101,1,3232218,LEON VALLEY,,1,874828,165153,0,0
101,1,3232217,LEON VALLEY,,1,874827,165153,0,0
101,1,3232216,LEON VALLEY,,1,874826,165153,0,0
101,1,3232215,LEON VALLEY,,1,874825,165153,0,0
101,1,3232214,LEON VALLEY,,1,874828,165153,0,0
101,1,3232213,LEON VALLEY,,1,874827,165153,0,0
101,1,3232212,LEON VALLEY,,1,874826,165153,0,0
101,1,3232211,LEON VALLEY,,1,874825,165153,0,0
101,1,3232210,LEON VALLEY,,1,874828,165153,0,0
101,1,3232209,LEON VALLEY,,1,874827,165153,0,0
101,1,3232208,LEON VALLEY,,1,874826,165153,0,0
101,1,3232207,LEON VALLEY,,1,874825,165153,0,0
101,1,3232206,LEON VALLEY,,1,874827,165153,0,0
101,1,3232205,LEON VALLEY,,1,874826,165153,0,0
101,1,3232204,LEON VALLEY,,1,874825,165153,0,0
101,1,3232203,SOUTH TEXAS MC ONLY,,1,874827,165151,0,0
101,1,3232202,SOUTH TEXAS MC ONLY,,1,874826,165151,0,0
11,1,3232580,ZOO/BOTANICAL GARDEN,,0,874850,165160,0,0
11,1,3232558,MCNAY ART MUSEUM,,0,874848,165158,0,0
11,1,3232579,ZOO/BOTANICAL GARDEN,,0,874845,165160,0,0
11,1,3232557,MCNAY ART MUSEUM,,0,874847,165158,0,0
11,1,3232578,ZOO/BOTANICAL GARDEN,,0,874846,165160,0,0
11,1,3232556,MCNAY ART MUSEUM,,0,874849,165158,0,0
11,1,3232577,ZOO/BOTANICAL GARDEN,,0,874850,165160,0,0
11,1,3232555,MCNAY ART MUSEUM,,0,874848,165158,0,0
11,1,3232576,ZOO/BOTANICAL GARDEN,,0,874845,165160,0,0
11,1,3232554,MCNAY ART MUSEUM,,0,874847,165158,0,0
11,1,3232575,ZOO/BOTANICAL GARDEN,,0,874846,165160,0,0
11,1,3232553,MCNAY ART MUSEUM,,0,874849,165158,0,0
11,1,3232574,ZOO/BOTANICAL GARDEN,,0,874850,165160,0,0
11,1,3232552,MCNAY ART MUSEUM,,0,874848,165158,0,0
11,1,3232573,ZOO/BOTANICAL GARDEN,,0,874845,165160,0,0
11,1,3232551,MCNAY ART MUSEUM,,0,874847,165158,0,0
11,1,3232572,ZOO/BOTANICAL GARDEN,,0,874846,165160,0,0
11,1,3232550,MCNAY ART MUSEUM,,0,874849,165158,0,0
11,1,3232571,ZOO/BOTANICAL GARDEN,,0,874850,165160,0,0
11,1,3232549,MCNAY ART MUSEUM,,0,874848,165158,0,0
11,1,3232570,ZOO/BOTANICAL GARDEN,,0,874845,165160,0,0
11,1,3232548,MCNAY ART MUSEUM,,0,874847,165158,0,0
11,1,3232569,ZOO/BOTANICAL GARDEN,,0,874846,165160,0,0
11,1,3232547,MCNAY ART MUSEUM,,0,874849,165158,0,0
11,1,3232568,ZOO/BOTANICAL GARDEN,,0,874850,165160,0,0
11,1,3232546,MCNAY ART MUSEUM,,0,874848,165158,0,0
11,1,3232567,ZOO/BOTANICAL GARDEN,,0,874845,165160,0,0
11,1,3232545,MCNAY ART MUSEUM,,0,874847,165158,0,0
11,1,3232566,ZOO/BOTANICAL GARDEN,,0,874846,165160,0,0
11,1,3232544,MCNAY ART MUSEUM,,0,874849,165158,0,0
11,1,3232565,ZOO/BOTANICAL GARDEN,,0,874850,165160,0,0
11,1,3232543,MCNAY ART MUSEUM,,0,874848,165158,0,0
11,1,3232564,ZOO/BOTANICAL GARDEN,,0,874845,165160,0,0
11,1,3232542,MCNAY ART MUSEUM,,0,874847,165158,0,0
11,1,3232563,ZOO/BOTANICAL GARDEN,,0,874846,165160,0,0
11,1,3232541,MCNAY ART MUSEUM,,0,874849,165158,0,0
11,1,3232562,ZOO/BOTANICAL GARDEN,,0,874850,165160,0,0
11,1,3232540,MCNAY ART MUSEUM,,0,874848,165158,0,0
11,1,3232561,ZOO/BOTANICAL GARDEN,,0,874845,165160,0,0
11,1,3232539,MCNAY ART MUSEUM,,0,874847,165158,0,0
11,1,3232560,ZOO/BOTANICAL GARDEN,,0,874846,165160,0,0
11,1,3232538,MCNAY ART MUSEUM/GARAGE,,0,874849,165157,0,0
11,1,3232559,ZOO/BOTANICAL GARDEN/GARAGE,,0,874850,165159,0,0
11,1,3232537,MCNAY ART MUSEUM/GARAGE,,0,874848,165157,0,0
11,1,3232536,PEARL,,0,874845,165156,0,0
11,1,3232535,PEARL,,0,874847,165156,0,0
11,1,3232534,PEARL,,0,874846,165156,0,0
11,1,3232533,PEARL,,0,874845,165156,0,0
11,1,3232532,PEARL,,0,874847,165156,0,0
11,1,3232531,PEARL,,0,874846,165156,0,0
11,1,3232530,PEARL,,0,874845,165156,0,0
11,1,3232529,PEARL,,0,874847,165156,0,0
11,1,3232528,PEARL,,0,874846,165156,0,0
11,1,3232527,PEARL,,0,874845,165156,0,0
11,1,3232526,PEARL,,0,874847,165156,0,0
11,1,3232525,PEARL,,0,874846,165156,0,0
11,1,3232524,PEARL/GARAGE,,0,874845,165155,0,0
11,1,3232581,SOUTHTOWN,,1,874846,165167,0,0
11,1,3232582,SOUTHTOWN,,1,874849,165165,0,0
11,1,3232635,SOUTHTOWN,,1,874850,165167,0,0
11,1,3232614,SOUTHTOWN,,1,874848,165165,0,0
11,1,3232634,SOUTHTOWN,,1,874845,165167,0,0
11,1,3232613,SOUTHTOWN,,1,874847,165165,0,0
11,1,3232633,SOUTHTOWN,,1,874846,165167,0,0
11,1,3232612,SOUTHTOWN,,1,874849,165165,0,0
11,1,3232632,SOUTHTOWN,,1,874850,165167,0,0
11,1,3232611,SOUTHTOWN,,1,874848,165165,0,0
11,1,3232631,SOUTHTOWN,,1,874845,165167,0,0
11,1,3232610,SOUTHTOWN,,1,874847,165165,0,0
11,1,3232630,SOUTHTOWN,,1,874846,165167,0,0
11,1,3232609,SOUTHTOWN,,1,874849,165165,0,0
11,1,3232629,SOUTHTOWN,,1,874850,165167,0,0
11,1,3232608,SOUTHTOWN,,1,874848,165165,0,0
11,1,3232628,SOUTHTOWN,,1,874845,165167,0,0
11,1,3232607,SOUTHTOWN,,1,874847,165165,0,0
11,1,3232627,SOUTHTOWN,,1,874846,165167,0,0
11,1,3232606,SOUTHTOWN,,1,874849,165165,0,0
11,1,3232626,SOUTHTOWN,,1,874850,165167,0,0
11,1,3232605,SOUTHTOWN,,1,874848,165165,0,0
11,1,3232625,SOUTHTOWN,,1,874845,165167,0,0
11,1,3232604,SOUTHTOWN,,1,874847,165165,0,0
11,1,3232624,SOUTHTOWN,,1,874846,165167,0,0
11,1,3232603,SOUTHTOWN,,1,874849,165165,0,0
11,1,3232623,SOUTHTOWN,,1,874850,165167,0,0
11,1,3232602,SOUTHTOWN,,1,874848,165165,0,0
11,1,3232622,SOUTHTOWN,,1,874845,165167,0,0
11,1,3232601,SOUTHTOWN,,1,874847,165165,0,0
11,1,3232621,SOUTHTOWN,,1,874846,165167,0,0
11,1,3232600,SOUTHTOWN,,1,874849,165165,0,0
11,1,3232620,SOUTHTOWN,,1,874850,165167,0,0
11,1,3232599,SOUTHTOWN,,1,874848,165165,0,0
11,1,3232619,SOUTHTOWN,,1,874845,165167,0,0
11,1,3232598,SOUTHTOWN,,1,874847,165165,0,0
11,1,3232618,SOUTHTOWN,,1,874846,165167,0,0
11,1,3232597,SOUTHTOWN,,1,874849,165165,0,0
11,1,3232617,SOUTHTOWN,,1,874850,165167,0,0
11,1,3232596,SOUTHTOWN,,1,874848,165165,0,0
11,1,3232616,SOUTHTOWN,,1,874845,165167,0,0
11,1,3232595,SOUTHTOWN,,1,874847,165165,0,0
11,1,3232615,SOUTHTOWN,,1,874846,165167,0,0
11,1,3232594,SOUTHTOWN,,1,874845,165163,0,0
11,1,3232593,SOUTHTOWN,,1,874847,165163,0,0
11,1,3232592,SOUTHTOWN,,1,874846,165163,0,0
